id,timestamp,amount,prediction,fraud_probability,device,location
1,2026-03-10T12:24:46,149.62,Legitimate,0.006095262244343758,Unknown,Unknown
2,2026-03-10T12:24:51,1.0,Legitimate,0.011674519628286362,Unknown,Unknown
3,2026-03-10T12:24:59,3450.8141613511993,Legitimate,0.0006935836281627417,Unknown,Unknown
4,2026-03-10T12:25:01,926.6792274397769,Legitimate,0.0026294521521776915,Unknown,Unknown
5,2026-03-10T12:25:03,2063.72021004085,Legitimate,0.004618027247488499,Unknown,Unknown
6,2026-03-10T12:25:05,986.0284858696853,Legitimate,8.363366214325652e-05,Unknown,Unknown
7,2026-03-10T12:25:07,3593.0548723554452,Legitimate,0.00039676635060459375,Unknown,Unknown
8,2026-03-10T12:25:09,98407.51124887011,Legitimate,0.041148778051137924,Unknown,Unknown
9,2026-03-10T12:25:11,3900.6809093014144,Legitimate,0.024967135861516,Unknown,Unknown
10,2026-03-10T12:25:13,1873.4512252055092,Legitimate,0.0016691944329068065,Unknown,Unknown
11,2026-03-10T12:25:15,3432.8817693782908,Legitimate,0.010168193839490414,Unknown,Unknown
12,2026-03-10T12:25:17,4959.998256339312,Legitimate,0.00014622282469645143,Unknown,Unknown
13,2026-03-10T12:25:19,1895.8769480478413,Legitimate,0.11008962988853455,Unknown,Unknown
14,2026-03-10T12:25:21,4456.1003156129245,Legitimate,0.00021685542014893144,Unknown,Unknown
15,2026-03-10T12:25:23,1028.0116155208716,Legitimate,0.005373390857130289,Unknown,Unknown
16,2026-03-10T12:25:25,1524.7397516316041,Legitimate,0.0007533718599006534,Unknown,Unknown
17,2026-03-10T12:25:27,1058.4087968597175,Legitimate,0.005351541563868523,Unknown,Unknown
18,2026-03-10T12:25:29,4602.250446949478,Legitimate,0.003764878958463669,Unknown,Unknown
19,2026-03-10T12:25:31,4065.0566487155384,Legitimate,0.014311050064861774,Unknown,Unknown
20,2026-03-10T12:25:33,251.3011281405119,Legitimate,0.004509248770773411,Unknown,Unknown
21,2026-03-10T12:25:35,156430.9836670924,Legitimate,0.0002750632120296359,Unknown,Unknown
22,2026-03-10T12:25:37,688.1756539948564,Legitimate,0.010071838274598122,Unknown,Unknown
23,2026-03-10T12:25:39,2166.8357020073713,Legitimate,0.001774827018380165,Unknown,Unknown
24,2026-03-10T12:25:41,1503.206433759657,Legitimate,0.00036367238499224186,Unknown,Unknown
25,2026-03-10T12:25:43,3091.9856000593595,Legitimate,0.0027624338399618864,Unknown,Unknown
26,2026-03-10T12:25:45,3966.59908640986,Legitimate,0.0003007493505720049,Unknown,Unknown
27,2026-03-10T12:25:47,3400.513354103144,Legitimate,0.0006407510372810066,Unknown,Unknown
28,2026-03-10T12:25:49,180.42049465681376,Legitimate,0.00026276189601048827,Unknown,Unknown
29,2026-03-10T12:25:51,4719.390523141614,Legitimate,0.004954617936164141,Unknown,Unknown
30,2026-03-10T12:25:53,1305.6989055910335,Legitimate,0.00012031463120365515,Unknown,Unknown
31,2026-03-10T12:25:55,2091.651945339231,Legitimate,0.0004233676299918443,Unknown,Unknown
32,2026-03-10T12:25:57,2551.4247838819074,Legitimate,0.008039174601435661,Unknown,Unknown
33,2026-03-10T12:25:59,1086.2616441842815,Legitimate,0.013610211201012135,Unknown,Unknown
34,2026-03-10T12:26:01,3554.8191810293492,Legitimate,0.00023059047816786915,Unknown,Unknown
35,2026-03-10T12:26:03,1977.8630319286992,Legitimate,0.0007272359798662364,Unknown,Unknown
36,2026-03-10T12:26:05,2624.1316678713533,Legitimate,0.003032235661521554,Unknown,Unknown
37,2026-03-10T12:26:07,172577.37049247712,Legitimate,0.00011598335549933836,Unknown,Unknown
38,2026-03-10T12:26:09,3681.88869427766,Legitimate,0.0015290770679712296,Unknown,Unknown
39,2026-03-10T12:26:11,2311.2226167970293,Legitimate,0.006192022003233433,Unknown,Unknown
40,2026-03-10T12:26:13,4605.178499471049,Legitimate,0.0012890268117189407,Unknown,Unknown
41,2026-03-10T12:26:15,1493.9046128799157,Legitimate,0.03216945379972458,Unknown,Unknown
42,2026-03-10T12:26:17,2116.931689829069,Legitimate,0.0010455731535330415,Unknown,Unknown
43,2026-03-10T12:26:19,458.6421670762412,Legitimate,0.01353053841739893,Unknown,Unknown
44,2026-03-10T12:26:21,3317.51608643673,Legitimate,0.0001973859325516969,Unknown,Unknown
45,2026-03-10T12:26:23,3039.7123454331304,Legitimate,0.002649609697982669,Unknown,Unknown
46,2026-03-10T12:26:25,2432.9462073495383,Legitimate,0.1892169862985611,Unknown,Unknown
47,2026-03-10T12:26:27,99213.06448235005,Legitimate,0.0001834627619246021,Unknown,Unknown
48,2026-03-10T12:26:29,3447.756578523097,Legitimate,0.0013520534848794341,Unknown,Unknown
49,2026-03-10T12:26:31,283.8224102877401,Legitimate,0.003324678633362055,Unknown,Unknown
50,2026-03-10T12:26:33,4691.136801290217,Legitimate,0.00522271916270256,Unknown,Unknown
51,2026-03-10T12:26:35,57361.49685319133,Legitimate,0.00971147045493126,Unknown,Unknown
